Indian_Tweets
"#ModiXiSummit in the temple town of #Mamallapuram.
Will #Kashmir and #Pakistan overshadow the talks?
What to expect from the informal dialogue?
Catch the full story on #Gravitas with @palkisu | 9 PM IST https://t.co/QUISZTXmqh"
"#NewsAlert | Terror attack in South #Kashmir.
Terrorists target non-local daily wagerers. Five shot dead, one person in critical condition https://t.co/yH68uNmrzN"
"#OpKashmiriAlmonds
Hawala dalali has been the bitter reality of #Kashmir conflict, says @majidhyderi, Journalist 
Watch #NewsTrack with @rahulkanwal : https://t.co/4fqxBVUizL https://t.co/ftFDc8hYAL"
"#Pakistan Foreign Minister Shah Mahmood Qureshi Writes Letter To Top UN Officials To Reject Bifurcation Of #Kashmir
https://t.co/RUEZkpBXPa"
"#Syria's ambassador to #India, Dr. Riad Abbas to @WIONews: 'Syria lauds #India's support against the military invasion of #Turkey. 
In a conversation with @sidhant, Dr. Abbas also slams #Pakistan on the issue of #Kashmir https://t.co/loV0REoiFH"
"#TheUrbanDebate | Story 3: SC puts off J&amp;K cases by a day

Aryama Sundaram, Senior SC Advocate: #Kashmir is a priority issue. The court has dealt with it as a priority issue. It has been pushed by 24 hours. It was a practical solution to an overloaded court

#JammuAndKashmir https://t.co/mGl5mI9St2"
#Turkey's President Erdogan supports Pakistan in the #Kashmir issue. But Turkey targets ethnic minority Kurds in another country (Syria). Can Turkey preach rights to others while it practices rights abuse? @Palkisu explains that it's time for India to call out Turkey's hypocrisy https://t.co/tXcOKjHMlq
"#VoteOnHaryana | Congress encouraged dynasty rule in #Kashmir: PM @narendramodi in #Haryana #ITVideo
https://t.co/Nounxo6IKQ https://t.co/1dMtQyOf2Z"
".@GauravCSawant to discuss the systematic elimination of non-locals in #Kashmir valley and Pak minister's missile attack threat, in #IndiaFirst. Tune in to India Today tonight at 8:25 PM and join the debate. https://t.co/V7OLD33F3i"
".@OnReality_Check | 'Mystery' businesswoman behind Jammu and Kashmir visit?

Liberal Democrat MEP Chris Davies reveals how he was dropped from the group visiting #Kashmir after he sought a meeting with localites unattended by security personnel. https://t.co/C6EQy6DFz7"
"@palkisu #Gravitas with @palkisu | 9 PM IST 
#JammuAndKashmir is no longer a state. Jammu and Kashmir is now officially split into two Union Territories. What is the 'new #Kashmir'? https://t.co/LX8KpVI6i7"
"@palkisu @NavinShah2016 Congressional hearing on #Kashmir in #USA 
U.S. lawmakers play politics over Kashmir.
Social media slams anti-#India bias of American politicians.
Catch the full story on #Gravitas with @palkisu | 9 PM IST

LIVE stream on @WIONews https://t.co/Z0fBFnZhis"
"@palkisu Anti-India protest plan foiled in #London.
UK government disallows protests on the issue of #Kashmir on #Diwali.

On #Gravitas, @palkisu explains the politics of anti-#India protests in London.
9 PM IST

LIVE stream on @WIONews https://t.co/nJxRMzmraz"
"@UKLabour @palkisu Now #Britain's longest-serving Indian origin MP, Keith Vaz demands the withdrawal of emergency resolution on #Kashmir.

Find out the full story only on #GRAVITAS with @palkisu | 9 PM IST https://t.co/md34kw0mb4"
"| WION Ground Report | 
Taekwondo- The rage in #Kashmir 

Young Kashmiris are now learning taekwondo with full vigor. Girls lead the charge and kick patriarchy in the face in Kashmir Valley 

A special report by @wionews https://t.co/HDj8E3JIGE"
"15-member National Conference delegation to meet party President Farooq Abdullah | Live Updates #Kashmir #NationalConference #FarooqAbdullah 
https://t.co/sxOuHEYP4x"
"2 buildings of a Government school were set on fire in south #Kashmir's Kulgam district, there were no casualties reported. Investigations are underway. @MirFareed2 reports. @tanvishukla https://t.co/3aLP4Lrz9j"
"3 killed in 3 days in #Kashmir. 
Why are activists silent, asks MoS @DrJitendraSingh
(@gauravcsawant)
#7At7 with @Chaiti 
LIVE https://t.co/4fqxBVUizL https://t.co/lgFmIb3eJd"
"5 Non-local labourers shot dead by suspected terrorists in South #Kashmir's Kulgam. 6 others have also been injured in the attack. According to police sources, Security forces have cordoned the area and a massive search operation is underway. https://t.co/6GcmsPtTeI"
"5 Non-local labourers shot dead by suspected terrorists in South #Kashmir's Kulgam. 6 others have also been injured in the attack.

@MirFareed2 reports https://t.co/5DN5pIzw02"
"500 Terrorists Waiting At LoC Camps In PoK To Enter #Kashmir: Northern Command Chief #KashmirIssue 

Details: https://t.co/6ZaeoE4hta https://t.co/bvfbJj2rjK"
"60 days of lockdown: Here's how #Kashmir looks like now.
(@ashraf_wani )
#ITVideo
More videos: https://t.co/NounxnP7mg https://t.co/0jIKtgTsCh"
"A 28-member delegation of EU will visit #Kashmir today. Here's how different political parties reacted to this decision
https://t.co/sD7VF0OQzC"
"A European parliamentary panel consisting of around 28 MPs will visit #Kashmir on October 29.
(@kamaljitsandhu )
https://t.co/pl9B92XDut"
"A group of 28 #EuropeanUnion lawmakers will visit #Kashmir tomorrow. Ahead of this 'unofficial' visit, the lawmakers met the PM, NSA &amp; Kashmiri journalists. The decision to allow this visit has provoked strong reactions. @Palkisu explains
https://t.co/9R89bto7Ou"
"A resident of Bandipora in #Kashmir, Mujeeb Ahmad Malla is studying at a private college in Punjab's Jalandhar district.

https://t.co/fC9nwKApWz"
"A Shikara ride in the Dal lake, an interaction with village heads from across the valley &amp; a meeting with top Indian army officials in Kashmir. This summarises the Day 1 of the #EU lawmakers' visit to #Kashmir. The visit has sparked political reactions in India. @Palkisu explains https://t.co/2C7RBYWRKU"
"According to sources, the defence attaches of several countries were briefed about Pak-sponsored terror being pushed in #Kashmir.
(@AbhishekBhalla7)
https://t.co/1dR61VEi9o"
"Accusing international media of not giving importance to #Kashmir lockdown, Imran Khan questioned Hong Kong protests coverage.

https://t.co/Sk8tmQGnE2"
"Adhir Ranjan Chowdhury slams the Modi government, says- They said they will eliminate terrorism in #Kashmir. What is Modiji doing now?

https://t.co/ppoCbqAgVc"
"After #Article370 Abrogation In #Kashmir, Govt Identifies Over 500 URLs Generated By ISI's Cyber Jehadis #KashmirIssue

Details: https://t.co/4NxcDQ1APh https://t.co/xdqxI813yE"
"After #UNGA Setback On #Kashmir , #ImranKhan Sacks Pakistan’s Representative To UN #MaleehaLodhi 

https://t.co/ucqTYiek2c"
"After 5 Non-local labourers, who were believed to be from #WestBengal, working on daily wage, were killed in South #Kashmir's Kulgam, #WestBengal CM Mamata Banerjee has condemned the murders &amp; offered her condolences to the families. She said that all help will be extended. https://t.co/L8IS1Loe6K"
"After 71 days of #Kashmir clampdown, @ShujaUH gets his first phone call from @Ankit_Tyagi01. #ITVideo
https://t.co/NounxnP7mg https://t.co/YS1EfBlYHt"
"Ahead of #India-#China informal summit, #Beijing calls for dialogue between India, #Pakistan over #Kashmir issue
https://t.co/qmkRbi1Dgr"
"Asserting that #Kashmir is an internal matter to India"", MEA said that Turkey should get a briefing of facts before it makes any further statements on the subject.
Report- @Geeta_Mohan 
https://t.co/ICufEUaD4w"
"Be it violent anti-India protests or interference in #Kashmir issue, #LabourParty took an anti-India position. But as elections near, the party is attempting to appease British Indian community. But the efforts seem to be failing. @Palkisu explains
https://t.co/UGtxS9t3cC"
"BJP's @ShahnawazBJP hits out at opposition, who were slamming Modi Government over the visit of European Union MPs to #Kashmir 
https://t.co/KhAi9YCqnc"
"BJP's @SudhanshuTrived explains why did the government stop Opposition leaders from visiting #Kashmir. Maj Gen (Retd.) G D Bakshi backs BJP's point.
Watch #Newstrack LIVE with @rahulkanwal: https://t.co/4fqxBVUizL https://t.co/mvesmhgDWG"
"BJP's Sudesh Verma refuted claims that the delegation's visit was a sign that the Modi government was trying to internationalise the #Kashmir issue.

https://t.co/aSsYBvCm0j"
"BREAKING: Girish Chandra Murmu appointed Lieutenant Governor of Jammu-Kashmir

#Jammu #Kashmir #GirishChandraMurmu
https://t.co/G06aZAzT2T"
"China rakes up the #Kashmir issue before #XiJinping's visit to India.
#ITVideo 
Watch more videos at https://t.co/Nounxo6IKQ https://t.co/Ro3qR7pgNf"
"Clashes also broke out at several places in #Kashmir on Tuesday, leaving several persons injured.

https://t.co/bC5nG8DvrZ"
"Colleges across #Kashmir will be reopened by October 9, the spokesperson said. 

https://t.co/s7XlDPL0iA"
Congress MP Shashi Tharoor lashes out at Centre over #Kashmir situation https://t.co/QrV7lGkoDb
Customers are refusing to purchase the apples due to these messages #Kashmir https://t.co/HNE6XUbJgb
"Don't miss, the big Kashmir investigation at 10 PM with @rahulkanwal
India Today special investigation team unearths the #Kashmir hawala racket at 10 PM. Don't miss #Newstrack with @rahulkanwal https://t.co/V1zfr88HIS"
"During a high-level situation-cum-security review meeting on Monday, it was decided that the advisory will be lifted from October 10 | By 
@Ieshan_W #Kashmir https://t.co/O5iHKvkeiP"
"Efforts continue to nab terrorists in the #Kashmir Valley.
(Report: @manjeetnegilive)
https://t.co/V0jEt5zpIa"
"EU calls on India, Pak to resume dialogue amid tension over Kashmir
#EuropeanUnion #India #Pakistan #Kashmir 
https://t.co/pZl0ygCYxO"
EU delegation leaves for #Kashmir https://t.co/nrcxCDebtV
"EU delegation to visit #Kashmir: Urge the government to cancel this visit, tweets Subramanian Swamy 
Watch more videos at https://t.co/Nounxo6IKQ
#ITVideo | @gauravcsawant https://t.co/sz88lQTyYW"
"EU members' visit has only affirmed India's stand on #Kashmir: @SudhanshuTrived
AEI fellow @dhume says if the audience would have been domestic it would have been a successful visit.
Watch #Newstrack LIVE with @rahulkanwal: https://t.co/4fqxBVUizL https://t.co/dbExQC00Zw"
"EU MPs express confidence in development of #Kashmir
#IndiasAgenda @Ankit_Tyagi01 @gauravcsawant @Ashraf_wani
Full show: https://t.co/A00mX1C6DG https://t.co/ut43RDWalH"
"European parliamentary panel to visit #Kashmir on October 29. India Today’s  @ShujaUH and  @kamaljitsandhu share details.  
Watch live with @shivaroor :  https://t.co/4fqxBVUizL https://t.co/F6Rz4ax1kQ"
"Farooq Abdullah is the only political leader detained under the PSA in #Kashmir.
https://t.co/2xpT5QbqP8"
"For a second time in three months, #India has abstained from a #UN vote on #Uighurs. It happened on the same day when China called India's #Kashmir decision 'unlawful and void'. Why is #India shying from taking a stand against China? @palkisu has the report https://t.co/ySMABeF0Da"
"Foreign Ministry spokesperson's comments marks China's return to its original stand that #Kashmir issue should be resolved bilaterally.

https://t.co/yfWZDkylV4"
"Former #JandK CM Farooq Abdullah made his first appearance on camera yesterday after two months of #Kashmir clampdown.
#ITVideo
More Videos: https://t.co/NounxnP7mg https://t.co/BWMa2zAmEs"
"Government trying to conceal 'real' situation in J-K: PDP #JammuKashmir #EU #Kashmir 
https://t.co/vrx6TSOJcA"
"Govt opens #Kashmir doors to the world. 28 European MPs to visit Kashmir, making them the 1st team to visit after #Article370. This after NSA Ajit Doval briefed the foreign delegation 

@Srinjoy_C with details https://t.co/HeA0GiDhlp"
"Here's why IS failed to find ground in Jammu and Kashmir
#JammuAndKashmir #ISIS #Kashmir 
https://t.co/471WuPG99m"
"Home Minister Amit Shah claims normalcy in #Kashmir; opposition disagrees !
Watch #IndiaFirst with @gauravcsawant : https://t.co/pm06OBbeqp https://t.co/AiM5NlrFBq"
"How @INCIndia and other opposition parties tried to politicize EU MPs' visit to #Kashmir , watch @RajatSharmaLive in #AajKiBaat tonight at 9.10 @indiatvnews"
"How normal is #Kashmir?  Watch #NewsToday, with @sardesairajdeep. #ITLivestream https://t.co/QQ55CePFW7"
"How normal is #Kashmir?
Watch this and more on #NewsToday, with @sardesairajdeep, tonight at 9 https://t.co/UgfEyIpy2p"
"Hundreds of Kashmiris from PoK to march towards LoC
#LineofControl #Kashmir #PoK 
https://t.co/vgKX5ijAmh"
"In Kashmir, we need grassroot leaders, in favour of resumption of political engagement: Ram Madhav

#RamMadhav #Kashmir #Srinagar #mehboobamufti #FarooqAbdullah #JammuAndKashmir 

https://t.co/Et9g7MLoIF"
"India Cancels #Modi 's #Turkey Visit After #Erdogan 's Comments On #Kashmir
 https://t.co/2tmVYEuGcz"
"India has time and again rejected Trump's offers to mediate in the #Kashmir issue

https://t.co/dkOjx5C7C9"
"India Today #Exclusive
@gauravcsawant gives information about #Kashmir’s hawala network 
Watch LIVE: https://t.co/4fqxBVUizL https://t.co/7YVsLLVDlx"
"India Today tracks down NGO behind EU Panel's visit to #Kashmir
#TheBurningQuestion @Ankit_Tyagi01 @ShujaUH
Full show: https://t.co/FV9ZHUUrBD https://t.co/fZdlmhXsH7"
"India Today tracks down NGO behind EU Panel's visit to #Kashmir
#TheBurningQuestion @ShivAroor @ShujaUH 
Full show: https://t.co/FV9ZHUUrBD https://t.co/FyK5CD7iWz"
"India Today's @AbhishekBhalla7 talks about the current situation in #Kashmir and the damage done by the terrorists after Article 370 was abrogated. Other panellists also put forward their views on the issue. 
#IndiaFirst @majidhyderi
Watch the full show at https://t.co/Bqu7T0yy62 https://t.co/2scW3bD8XS"
"India Today's @loveenatandon spoke to Southall's Labour Party MP @VirendraSharma on the resolution passed by the Labour Party to make #Kashmir an international matter.
#ReporterDiary
More videos: https://t.co/FAHzdk9TO8 https://t.co/PLpi6cHiLa"
"International community not accepting India's narrative on Kashmir: Pakistan
#India #Kashmir #Pakistan 
https://t.co/73I4QN1yOj"
"Internet in #Kashmir will be restored as soon as local administration feels it is fit to do so: Amit Shah.
#ITVideo
More Videos: https://t.co/Nounxo6IKQ https://t.co/Un1xdro1Ow"
"Internet services suspended in #Kashmir for over 100 days now. Govt sets up a media centre to help journalists file their reports. Journalists demand full restoration of internet 

@MirFareed2 gets a report https://t.co/LWf2KTeo5p"
"Internet to be restored as per local administration's will: Amit Shah on Kashmir situation
#AmitShah #Kashmir #RajyaSabha 
https://t.co/11OlCDLl9x"
"Is #Kashmir valley normalcy real or fake? Listen in to BJP's @NalinSKohli &amp; activist Dr Siddiq Wahid. #NewsToday
LIVE at https://t.co/4fqxBVUizL https://t.co/gYhRgWNt9T"
Is situation Normal in #Kashmir ?  Watch #IndiaFirst with @gauravcsawant. #ITLivestream https://t.co/OuFa5iqzGy
"Jamaat-e-Islami responsible for violence in #Kashmir: US Congressman Jim Banks

https://t.co/Ag4jPMEUS6"
"Jammu And Kashmir: Postpaid Mobile Services Back In Kashmir After 72 Days, But No Internet https://t.co/yhO1JpRb4y #NDTVNewsBeeps #Kashmir https://t.co/CmTFVnbPwG"
"JeM terrorist arrested by Kashmir police in Baramulla

#Kashmir 
#Baramulla

https://t.co/raUNRIWo1Z"
"Journalist @GowharGeelani asks if everything is normal in #JammuandKashmir then why the government is not allowing foreign journalists and Opposition leaders to visit #Kashmir.
Watch #Newstrack LIVE with @rahulkanwal: https://t.co/4fqxBVUizL https://t.co/A4BPZHMayW"
"Just before the EU delegation of MPs start their assessment of Kashmir, there are reports of stone pelting emerging from pockets of South #Kashmir and #Srinagar. @ShujaUH has more details.
#ITVideo
More videos: https://t.co/NounxnP7mg https://t.co/0uIqHnRZys"
"Kashmir detainees kept respectfully in 5-star hotels', says Ram Madhav #Kashmir #RamMadhav 
https://t.co/SckVN9cPuH"
Kashmir in darkness for the 7th day; several transmission towers connecting the power supply to North #Kashmir collapsed due to heavy snowfall | @MirFareed2 reports https://t.co/Tr1S84Zqlv
"Kashmir, Article 370, not to figure in Modi-Xi Jinping talks #Kashmir #Article370 https://t.co/0AiA0cuf7P"
"Kashmir, Ladakh not just piece of land for us: PM Modi
#PMModi #Maharashtra #Article370 #Kashmir #ladakh 
https://t.co/E0mMBa85ta"
"Know what all can be the results of European Union Parliamentarians' 2-day #Kashmir visit

https://t.co/FBYUd6np8O"
"Lead story now on https://t.co/Fbzw6mR9Q5

Postpaid cell phones started buzzing in #Kashmir from noon on Monday. But outgoing calls were another matter.

Read here https://t.co/Ee0XoC7YHW

#NDTVLeadStory https://t.co/eTiM8HXOSB"
"Lead story now on https://t.co/Fbzw6mR9Q5

The conditions in which the people of #Kashmir are living are unsustainable and must be improved, German Chancellor Angela Merkel told reporters accompanying her on a trip to New Delhi.

Read here https://t.co/Y00PP14lC3

#NDTVLeadStory https://t.co/DJ83N0sgl7"
"Lead story now on https://t.co/Fbzw6mR9Q5

Today's grenade explosion in #Srinagar comes a week after several civilians were injured in a similar attack by terrorists in Sopore town of north #Kashmir.

Read here https://t.co/TG3S2fZs1A

#NDTVLeadStory https://t.co/1wrOMDmCIt"
"Life returning to normal in #Kashmir valley, railway service resumes, school &amp; board exams continue, watch @RajatSharmaLive in #AajKiBaat Tonight at 9.25 @indiatvnews"
"Life yet to get back to normal in #Kashmir even after school and colleges open and tourists return.
#TheBurningQuestion @Ankit_Tyagi01 @ashraf_wani
Watch more videos at https://t.co/Nounxo6IKQ https://t.co/NR58vVScOw"
"Major signs of normalcy in #Kashmir; shops and schools reopen in #Srinagar. Watch this report by @ShujaUH. #ITVideo
https://t.co/Nounxo6IKQ https://t.co/FwOccKsHf6"
Malaysia's anti-India stance on #Kashmir at the U.N.G.A &amp; elsewhere could cost the country dearly. Indian traders are boycotting palm oil from Malaysia. @Palkisu explains the diplomatic spat between #India &amp; #Malaysia https://t.co/kXaRp3Xi7E
"Manish Tewari’s tweet came in response to Chinese President telling Pakistani PM Imran Khan that it was paying ""close attention"" to the situation in #Kashmir.

https://t.co/urgzy3HkNS"
"Meet the woman behind EU MPs' visit to #Kashmir - Madi Sharma
#TTP
LIVE: https://t.co/4fqxBVUizL
(@ashu3page) (@loveenatandon) (@AnkiitKoomar) https://t.co/3XzKV5MdiZ"
"Mehbooba Mufti asks opposition party leaders to try and visit #Kashmir
https://t.co/xPbjW4dgfO"
"MHA appoints 2 advisors to assist Jammu and Kashmir Lt Governor

#Kashmir

https://t.co/iGSyPJ6zuP"
"Much has been said about the 'private' visit of #EuropeanUnion lawmakers to #Kashmir. @Palksiu analyses the charges and rebuttals
https://t.co/ccrKVIVTtW"
No ‘clampdown’ on #Kashmir hawala. #Newstrack with @rahulkanwal. #ITLivestream https://t.co/05WN86xjwT
"No Agreements, MoUs To Be Inked; #Kashmir, #Article370, Not To Figure In #PMModi-#XiJinping Talks
https://t.co/lj1RUsYchf"
"No curfew in Kashmir,' says Amit Shah #Kashmir #AmitShah
https://t.co/xzJmiaz9cH"
No protests allowed in #Kashmir till situation improves: Police Chief Dilbagh Singh https://t.co/3Prw7KXpui https://t.co/FJKeVp3OMz
"No time' due to Ayodhya hearing: Supreme Court on pleas against Article 370

#Article370 
#Kashmir 
#AmitShah 

https://t.co/38hV9gIdAm"
"Normal Life Remains Hit In #Kashmir For 83rd Day
https://t.co/B8DkEjYf8c"
"North #Kashmir remains in darkness for 7th day after several transmission towers collapsed due to heavy #snowfall. While restoration work is underway, residents say the loss of power supply has hit their day to day lives https://t.co/OE9Su2iqMd"
"Not for others to comment on Kashmir, says India after Imran-Xi meeting
#Kashmir #India #Xijingping #ImranKhan 
https://t.co/8wbEcsLtTC"
"NSA briefs EU delegation on #Kashmir. @kamaljitsandhu joins in for more. 
LIVE : https://t.co/4fqxBVUizL https://t.co/061zZosfFw"
"Official Spokesperson, Ministry of External Affairs, @MEAIndia calls out #Pakistan for flaring up tensions on the issue of #Kashmir https://t.co/JqG0RlVERO"
